#,Difficulty,Platform,Problem Name,Prompt,Test Cases,gpt3.5-turbo,gpt3.5-turbo label,gpt3.5-turbo error,falcon-7b,falcon-7b label,falcon-7b error,llama-2-7b,llama-2-7b label,llama-2-7b error,mpt-7b,mpt-7b label,mpt-7b error,codellama,codellama label,codellama error,StarCoder,Starcoder label,StarCoder error,WizardCoder,WizardCoder label,WizardCoder error,Mistral,Mistral label,Mistral error
94.0,Medium,Python Principles,Flatten a list,Write a function that takes a list of lists and flattens it into a one-dimensional list.,"Test Case 1:
Input:
[[1, 2], [3, 4], [5, 6]]
Output:
[1, 2, 3, 4, 5, 6]

Test Case 2:
Input:
[[1], [2, 3, 4], [5]]
Output:
[1, 2, 3, 4, 5]

Test Case 3:
Input:
[[""a"", ""b""], [""c""], [""d"", ""e""]]
Output:
[""a"", ""b"", ""c"", ""d"", ""e""]

Test Case 4:
Input:
[[1, 2, 3], [], [4, 5]]
Output:
[1, 2, 3, 4, 5]

Test Case 5:
Input:
[]
Output:
[]","def flatten_list(list_of_lists):
    flattened_list = []
    for sub_list in list_of_lists:
        for item in sub_list:
            flattened_list.append(item)
    return flattened_list",2.0,TypeError: flatten_list() takes 1 positional argument but 2 were given,"def flatten_lists(lists):
    flattened = [item for rows in lists for items in rows]
    return flattened

def flatten_lists(lists):
    flattened = [[list(item) if isinstance(item, list) else item for item in list] for lists in lists]
    return flattened",2.0,TypeError: flatten_list() takes 1 positional argument but 2 were given,"def flatten_list(nested_lists):
    return [item for sublist in nested_lists for item in sublist]
my_lists = [[1, 2], [3, 4], [5, 6]]
",2.0,"def flatten_list(nested_lists):
    return [item for sublist in nested_lists for item in sublist]
my_lists = [[1, 2], [3, 4], [5, 6]]
","def flatten(a):
        for l in a:
            for m in l:
                yield m


def flatten(a):
        return [e for subList in a for e in subList]


# this is my code. I have some doubt why it is working.
def flatten(a):
    flatten = []
    first = True
    for subList in a:
        if len(subList) == 0:
            continue
        if first:
            flatten = subList
            first = False
        else:
            flatten.append(subList)
    return flatten


A: To take a list of lists and flatten it, you could first create a list of flatten elements
def flatten_lists(lst):
    return [] if lst is None else [flatten_item for subList in lst for flatten_item in subList]

and call it, using the example
print(flatten_lists([[5, 3], [12, 4]], 1, [1, 3], [6, -5]))
# => [5, 3, 12, 4, 1, 3, 1, 6, -5]

As an alternative, you can transform each sub-list into a flat list. If you have a nested list item you transform it as follows:
def flatten_lists(lst):
    return [flatten_item for subList in lst for flatten_item in list(subList)]

which could be called similarly
print(flatten_lists([[5, 3], [12, 4]], 1, [1, 3], [6, -5]))
# => [5, 3, 12, 4, 1, 3, 1, 6, -5]

def flatten(a):
    flatten = []
    for subList in a:
        if isinstance(subList, list):
            flatten = flatten + flatten_list_func(subList)
        else:
            flatten.append(subList)

    return flatten

def flatten_list_func(alist):
    flatten_list = []
    for item in alist:
        if isinstance(item, list):
            flatten_list = flatten_list + flatten_list_func(item)
        else:
            flatten_list.append(item)

    return flatten_list

",1.0,"SyntaxError: invalid syntax
","
def flatten(lst):
    return [item for sublist in lst for item in sublist]
",4.0,,"
def flatten(lst):
    # Your code goes here
    return lst

lst = [[1,2,3], [4,5,6], [7,8,9]]
print(flatten(lst))
",4.0,,"
def flatten_list(lst):
    flattened_list = []
    for sublist in lst:
        for item in sublist:
            flattened_list.append(item)
    return flattened_list
",4.0,,"
def flatten(lst):
    result = []
    for sublist in lst:
        if isinstance(sublist, list):
            result.extend(flatten(sublist))
        else:
            result.append(sublist)
    return result
",4.0,
95.0,Medium,Python Principles,All equal,Define a function named all_equal that takes a list and checks whether all elements in the list are the same.,"Test Case 1:
Input:
[1, 1, 1, 1]
Output:
True

Test Case 2:
Input:
[""apple"", ""apple"", ""apple""]
Output:
True

Test Case 3:
Input:
[1, 2, 3, 4]
Output:
False

Test Case 4:
Input:
[""a"", ""a"", ""b"", ""a""]
Output:
False

Test Case 5:
Input:
[]
Output:
True","def all_equal(lst):
  return lst == [lst[0]]*len(lst)",4.0,,"def all_equal(lst):
    for x in lst:
        if x!= lst and x!= []:
            return False
    return ""List is equal.""

# Testing
my_list = [1, 2, 2, 3, 1, 3, 4]
print(all_equal(my_list)) # Output: True

my_list = [1, 2, 3, 1]
print(all_equal(my_list)) # Output: True

my_list = [1, 1, 1, 1]
print(all_equal(my_list)) # Output: False

my_list = [1, None, 1, 2, None, None, 4]
print(all_equal(my_list)) # Output: False
",4.0,,"def all_equal(list):
    if len(list) < 1:
        return False
    else:
        for item in list:
            if not item == list[0]:
                return False
        return True
",4.0,,"all_equal([8, 8, 8])
>>> True
all_equal([8, 17, 8])
>>> False
all_equal([8, 8, 8, 8, 8])
>>> False  # because some of the elements in this list are not the same. 
def all_equal(l):
if type(l) == float:
    if all(map(lambda num: map(lambda a:is_float(num), a) and sum(map(lambda a: a[0]), ()) == len(a)),(sum(map(lambda x:is_float(x), l))) <= 1):
    return all([l == mfor m in l])
    for i in range(len(l)):
       if abs((l[i] - m)) > (1E-8):
         return False
if type(l) == int and len(l) == 1:
    return True
    for i in l: 
       if i!= m:
         return False
for i, e in enumerate(l):
       if e!= m:
         return False
       for j in l:
           if j!= m:
             return False
return True

",1.0,IndentationError: expected an indented block,"
def all_equal(lst):
    return lst.count(lst[0]) == len(lst)
",2.0,,"
def all_equal(lst):
    return lst[0] == lst[1]
",2.0,,"def all_equal(lst):
    if len(set(lst)) == 1:
        return True
    else:
        return False",4.0,,"
def all_equal(lst):
    if len(lst) == 0:
        return True
    elif len(lst) == 1:
        return True
    else:
        return all(lst[0] == x for x in lst[1:])
",4.0,
96.0,Medium,Python Principles,Up and down,"Define a function named up_down that takes a single number as its parameter. Your function return a tuple containing two numbers; the first should be one lower than the parameter, and the second should be one higher.","Test Case 1:
Input:
5
Output:
(4, 6)

Test Case 2:
Input:
0
Output:
(-1, 1)

Test Case 3:
Input:
-3
Output:
(-4, -2)

Test Case 4:
Input:
1
Output:
(0, 2)

Test Case 5:
Input:
10
Output:
(9, 11)","def up_down(number):
  return (number - 1, number + 1)",4.0,,"def up_down(n): 
     return('Down: {:03d} Up: {:03d}'.format(n-3, n+3)) 
",2.0,,"def up_down(num):
    if num <= 10:
        return (num - 1, num + 2)
    else:
        return (-5, 6)
",2.0,,"def up_down():
  while True:
    i = input()
    
    y = int(i) > 1 and int(i) < 100 or not i
    x = int(i) * 3
    print(x,y)

    if y:
      pass

# a simple example
a = ['A','B','C','D','E']
b = 10
c = 15
d = 13
e = 7

for i in range(0,12):
    if i % 3 == 0:
        total1 = (13*a[i//13]) + c*a[i//6] + e*(12/e-1)*a[i//12]
        total2 = (10/e)*(a[(13+e)%",1.0,SyntaxError: unexpected EOF while parsing,"
def up_down(num):
    return (num-1, num+1)
",4.0,,"
def up_down(n):
    return (n-1, n+1)
",4.0,,"
def up_down(num):
    return (num-1, num+1)
",4.0,,"
def up_down(num):
    return (num - 1, num + 1)
",4.0,
97.0,Medium,Edabit,Find the Discount,Create a function that takes two arguments: the original price and the discount percentage as integers and returns the final price after the discount.,"Test Case 1:
Input:
100, 10
Output:
90.0

Test Case 2:
Input:
500, 50
Output:
250.0

Test Case 3:
Input:
79, 5
Output:
75.05

Test Case 4:
Input:
200, 0
Output:
200.0

Test Case 5:
Input:
1000, 100
Output:
0.0","def final_price(original_price, discount_percentage):
  return original_price - (original_price * (discount_percentage/100))",4.0,,"def discount(original_price, discount_percentage):
    final_price = (discount_percentage * original_price) - discount_percentage
    return final_price",2.0,,"def calculate_discount(original_price, discount):
    return original_price * (1 - discount / 100)
",4.0,,"def calculatePriceAfterDiscount(original_price, discount):
    """"""
    Args:
        original_price (int): the original price
        discount (int): the discount percentage
    Returns:
        int: the final price 
    """"""
    # Your code here.
    return original_price

import random

def randomInteger(min,max):
    random_number=random.randint(min,max)
    return random_number

import random

def randomInteger(min,max):
    random_number=random.randint(min,max)
    return random_number

print ('Original price: '+str(randomInteger(0,500))+' with discount (10%):'+str(randomInteger(500,randomInteger(500,500)))+' should become '+",2.0,,"
def discount(price, discount):
    return price - (price * discount / 100)

print(discount(100, 25))
",4.0,,"
def discount(original_price, discount_percentage):
    return original_price - (original_price * discount_percentage / 100)
",4.0,,"def discount(price, discount):
    final_price = price * (1 - discount/100)
    return final_price",4.0,,"
def discount(price, discount):
    return price - (price * discount / 100)
",4.0,
98.0,Medium,Edabit,Alphabet Soup,Create a function that takes a string and returns a string with its letters in alphabetical order.,"Test Case 1:
Input:
""hello""
Output:
""ehllo""

Test Case 2:
Input:
""zebra""
Output:
""aberz""

Test Case 3:
Input:
""banana""
Output:
""aaabnn""

Test Case 4:
Input:
""programming""
Output:
""aggimmnoprr""

Test Case 5:
Input:
""openai""
Output:
""aeinop","def alphabetize(string):
  return ''.join(sorted(string))",4.0,,"# Function to return a string in alphabetical order
def alphabetical_string(input_string):
  alphabet = alphabet.getlist()
  input_string = input_string.lower()
  
  return''.join(alphabet)

input_string = input(""Enter a string"")
print(alphabetical_string(input_string))
",1.0,UnboundLocalError: local variable 'alphabet' referenced before assignment,"def sort_string(word):
    # Split the input word into individual letters
    letters = word.split()
    
    # Sort the list of letters in alphabetical order
    sorted_letters = sorted(letters)
    
    # Join the sorted letters back together to form a single string
    return """".join(sorted_letters)
",3.0,,"import StringIO
fileIn = StringIO.StringIO(input('Input filename: '))
fileList = []
for line in fileIn:
    fileList.append( line )
print( sorted(fileList) )


import sys
#for python3 we need to use
#from __future__ import print_function

for arg in sys.argv[1:]:
    """"""
    filename = None
    try:
        filename = arg
    except:
        print('Need a filename to process, use something like: python3 {} file1.ext file2.ext...'.format(arg))
        sys.exit(-1)
    print(sorted(open(arg),reverse=True))

import sys
print(sorted(open('foo'), reverse=True))

""""""


import sys

for filename in sys.argv[1:]:
  # get the lines (ignores blank lines)
  lines =",1.0,ModuleNotFoundError: No module named 'StringIO',"
def order_letters(string):
    # code here
    return string

print(order_letters(""banana""))
",2.0,,"
def alphabetical_order(input_string):
    # your code goes here
    return sorted(input_string)
",4.0,,"
def sort_string(s):
    # Your code here
    pass
",2.0,,"
def alphabetize(s):
    return ''.join(sorted(s))
",4.0,
99.0,Medium,Edabit,Factorial of a Positive Integer,Write a function that takes a positive integer and return its factorial.,"Test Case 1:
Input:
5
Output:
120

Test Case 2:
Input:
1
Output:
1

Test Case 3:
Input:
10
Output:
3628800

Test Case 4:
Input:
7
Output:
5040

Test Case 5:
Input:
0
Output:
1","def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)",4.0,,"def factorial(num): 
    # base case 
    if num == 0: 
        return 1 
  
    # recursive case 
    else: 
        return num * factorial (num - 1) 

def factorial(n): 
    if n == 0: 
        return 1 
    else: 
        return n * factorial(n-1)

print(factorial(10)) # Output: 362880000000
",4.0,,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)
",4.0,,"n = int(input(""Enter a Positive Integer: ""))
fact = 1
while n > 1:
    fact *= n
    n -= 1
print(""Factorial of {} is {}"".format(n, fact))
def factorial(n):
    if n==0:
        return 1
    else:
        return n * factorial(n-1)

",4.0,,"
def factorial(n):
    # code here
    return
",2.0,,"
def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)
",4.0,,"
def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)
",4.0,,"
def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n - 1)
",4.0,
100.0,Medium,Edabit,Calculate the Mean,Create a function that takes an array of numbers and returns the mean value.,"Test Case 1:
Input:
[1, 2, 3, 4, 5]
Output:
3.0

Test Case 2:
Input:
[10, 20, 30, 40, 50]
Output:
30.0

Test Case 3:
Input:
[2.5, 3.5, 4.5, 5.5]
Output:
4.0

Test Case 4:
Input:
[-1, 0, 1]
Output:
0.0

Test Case 5:
Input:
[1000]
Output:
1000.0","def mean(nums):
    return sum(nums) / len(nums)",4.0,,"def array_mean(array):
    sum = 0
    for x in array:
        sum += x
        
    return sum/len(array)

if __name__ == '__main__':
    array1 = array([3, 5, 7, 9, 11])
    print(array_mean(array1))
    array2 = array([1, 2, 3, 4, 5])
    print(array2)
    array3 = array([-1, -2, -3, -4, -5])
    print(array3)
",1.0,NameError: name 'array' is not defined,"def find_mean(arr):
    return sum((x for x in arr)) / len(arr)
find_mean([1, 2, 3, 4]) # -> 2.5
find_mean([10, 20, 30, 40]) # -> 25
",4.0,,"myMean([5, 4, 2, -4, 5]) ≡ 5.

def myMean(n):
    n = n[0] 
    return n 
print(myMean([5, 4, 2, -4, 5]))

def myMean(n):
    sum = 0
    for i in range(len(n)):
        sum = int(sum, n[i])
    return float(sum)/float(len(n))

def myMean(n):
    result=0
    for i in range(len(n)):
        result+=(n[i])
    return result/len(n)

n = [5, 4, 7]
print(sum(n)/len(n))
",4.0,,"
def mean(numbers):
    # Your code here
    pass
",2.0,,"
def mean(arr):
    return sum(arr)/len(arr)
",4.0,,"def mean(numbers):
    total = sum(numbers)
    length = len(numbers)
    return total / length",4.0,,"
def mean(numbers):
    total = sum(numbers)
    return total / len(numbers)
",4.0,
101.0,Medium,Edabit,Return the Four Letter Strings,Write a function that takes an array of strings and returns the words that are exactly four letters.,"Test Case 1:
Input:
[""apple"", ""banana"", ""pear"", ""grape""]
Output:
[""pear"", ""grape""]

Test Case 2:
Input:
[""cat"", ""dog"", ""fish"", ""bird""]
Output:
[""fish"", ""bird""]

Test Case 3:
Input:
[""red"", ""blue"", ""green"", ""yellow""]
Output:
[""blue""]

Test Case 4:
Input:
[""book"", ""pen"", ""desk"", ""chair""]
Output:
[""book"", ""desk""]

Test Case 5:
Input:
[""apple"", ""banana"", ""pear"", ""grape"", ""melon""]
Output:
[""pear"", ""grape""]","def four_letter_words(words):
  four_letter_words = []
  for word in words:
    if len(word) == 4:
      four_letter_words.append(word)
  return four_letter_words",4.0,,"def arrayOfStringsToWords(arr):
    words = [] # empty word list
    for string in arr:
        # split string into array and store individual words in list
        wordArray = string.split()
        # check if word is exactly four letters
        if len(wordArray) == 4:
            words.append(wordArray[0].lower()) # convert lowerCase
        else:
            words.append('word'.ljust(4)) # add a space if the word is less than four letters long
    return words
",2.0,,"def extract_four_letter_words(phrases):
    return [word for word in phrases if len(word) == 4]
",4.0,,"wordsCount(['a', 'a', 'b', 'g', 'j', 'k','m', 'n', 'o'],) --> {'A': 8, 'None':0, 'B': 1, 'None': 0, 'C': 0, 'D': 0, 'E': 0, 'F': 0, 'G': 1, 'H': 0, 'I': 0, 'J': 1, 'K': 1, 'L': 0, 'M': 2, 'N': 1, 'O': 1, 'P': 0, 'Q': 0, 'R': 0, 'S': 0, 'T': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0, 'Y': 0, 'Z': 0}
wordsCount(['a', 'a', 'b', 'g', 'j', 'k','m', 'n', 'o', 'b', 'j', 'e', 'c', 'y', 'x', 'r', 'f', 'y', 'e', 'i', 'u','s', 'e', 'y', 'n', 'e', 'p', 'c','m', 'r'],) --> {'A': 15, 'B': 1, 'C': 0, 'D': 0, 'E': 0, 'F': 0, 'G': 2, 'H': 0, 'I': 0, 'J': 2, 'K': 2, 'L': 0, 'M': 4, 'N': 2, 'O': 2, 'P': 0, 'Q': 0, 'R': 0, 'S': 0, 'T': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0, 'Y': 0, 'Z': 0, 'None': 2}
wordsCount(['a', 'a', 'b', 'g', 'j', 'k','m', 'n', 'o', 'o', 'o', 'o', 'p', 'c', 'x','s', 'x', 'k', 'i', 'n', 'o','s', 'e', 'e', 't', 't', 'i', 'f', 'h','s', 'i', 'x', 'o', 'a', 'c', 'b', 'p', 'p', 'c', 'r', 'i', 'o', 'j', 'b', 't', 'r', 'n','m', 'j', 'k', 'n', 'i','s', 'c', 'a','m', 'd', 'h', 'y', 'a', 'p', 'e', 'q', 'y', 'i', 'b', 'w', 'r', 'p', 'g', 'e', 'r', '",1.0,SyntaxError: invalid syntax,"
def four_letter_words(words):
    # Your code here

print(four_letter_words(['apple', 'cat', 'dog', 'banana', 'grape', 'cat']))
",1.0,IndentationError: expected an indented block,"
def four_letter_words(words):
    return [word for word in words if len(word) == 4]
",4.0,,"
def find_four_letter_words(arr):
    # Your code here
",1.0,IndentationError: expected an indented block,"
def four_letter_words(words):
    four_letter_words = []
    for word in words:
        if len(word) == 4:
            four_letter_words.append(word)
    return four_letter_words
",4.0,
102.0,Medium,Edabit,Find the Largest Numbers in a Group of Arrays,Create a function that takes an array of arrays with numbers. Return a new (single) array with the largest numbers of each.,"Test Case 1:
Input:
[[1, 2, 3], [4, 5, 6], [7, 8, 9]]
Output:
[3, 6, 9]

Test Case 2:
Input:
[[10, 20, 30], [40, 50, 60], [70, 80, 90]]
Output:
[30, 60, 90]

Test Case 3:
Input:
[[5, 10, 15], [20, 25, 30], [35, 40, 45]]
Output:
[15, 30, 45]

Test Case 4:
Input:
[[-1, -2, -3], [-4, -5, -6], [-7, -8, -9]]
Output:
[-1, -4, -7]

Test Case 5:
Input:
[[0, 1, 2], [3, 4, 5], [6, 7, 8]]
Output:
[2, 5, 8]","def largest_nums(arr):
  new_arr = []
  for sub_arr in arr:
    largest = 0
    for num in sub_arr:
      if num > largest:
        largest = num
    new_arr.append(largest)
  return new_arr",4.0,,"def create_largest_array(arrays):
    largest = []
    for array in arrays:
        arr = [a for a in array if a > largest[0]]
        largest.append(arr)
    return largest

arrays = [[1, 4, 2], [5, 2, 7], [3, 5, 8]]
largest_array = create_largest_array(arrays)
print(largest_array)
",1.0,IndexError: list index out of range,"def max_numbers(arr):
    maxes = [None, None]
    for sub_array in arr:
        largest = max(sub_array.values())
        if largest > maxes[0]:
            maxes[0] = largest
        elif largest > maxes[1]:
            maxes[1] = largest
    return [maxes[0], maxes[1]]
",1.0,AttributeError: 'list' object has no attribute 'values',"from typing import List

def maxInArray(arr: List[List[int]]) -> List[int]:
    maxv = 0
    maxp = 0
    res = [0] * len(arr)
    
    for a in arr:
        for e in a: ### this is a simple loop and I am returning just one value
            if e > maxv:
                maxv = e
                maxp = a
            res[a.index(e)] = maxv
    return maxp

def maxInArray(arr):
  d = {}
  for a in arr:
      for k,v in enumerate(a):
          if v > d.get(k, 0",1.0,SyntaxError: unexpected EOF while parsing,"
def max_num(arr):
    # code here
    return max_num

print(max_num([[1, 2, 3], [4, 5, 6], [7, 8, 9]]))
",2.0,,"
def largest_numbers(arr):
    # Your code here
    return arr

arr = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]
print(largest_numbers(arr))
",2.0,,"
def largest_numbers(arr):
    # Your code here
    pass
",2.0,,"
def largest_numbers(arr):
    result = []
    for i in arr:
        result.append(max(i))
    return result
",4.0,
103.0,Medium,Edabit,Return the Middle Character(s) of a String,"Create a function that takes a string and returns the middle character(s). If the word's length is odd, return the middle character. If the word's length is even, return the middle two characters.","Test Case 1:
Input:
""hello""
Output:
""l""

Test Case 2:
Input:
""world""
Output:
""rl""

Test Case 3:
Input:
""apple""
Output:
""p""

Test Case 4:
Input:
""banana""
Output:
""an""

Test Case 5:
Input:
""programming""
Output:
""a""","def middle_characters(word):
  if len(word) % 2 == 0:
    middle_index = len(word) // 2
    return word[middle_index - 1:middle_index + 1]
  else:
    middle_index = len(word) // 2
    return word[middle_index]",4.0,,"def middle_word(word):
    if len(word) % 2 == 0:
        return word[len(word)//2]
    else:
        return word[:len(word)//2 + 1]

if __name__ == ""__main__"":
    word = input(""Enter a word: "")
    print(middle_word(word))
",3.0,,"def get_middle(word):
    if len(word) % 2 == 1:   # odd length
        return word[len//2]
    else:
        return word[:len//2 + 1]
",2.0,"TypeError: unsupported operand type(s) for //: 'builtin_function_or_method' and 'int'
","H = Hello. So output h

import re
str_reg = re.sub('[aeiou]/', '', str)",1.0,SyntaxError: invalid syntax,"
def get_middle(s):
    # your code here
    return

print(get_middle(""test""))
print(get_middle(""testing""))
print(get_middle(""middle""))
print(get_middle(""A""))
print(get_middle(""of""))
",2.0,,"
def get_middle(s):
    return s[len(s)//2] if len(s)%2==0 else s[len(s)//2]
",3.0,,"
def middle_char(word):
    # Your code here
    pass
",2.0,,"
def middle(word):
    if len(word) % 2 == 0:
        return word[len(word) // 2 - 1:len(word) // 2 + 1]
    else:
        return word[len(word) // 2]
",4.0,
104.0,Medium,Edabit,Return the Objects Keys and Values,Create a function that takes an object and returns the keys and values as separate arrays.,"Test Case 1:
Input:
{""a"": 1, ""b"": 2, ""c"": 3}
Output:
Keys: [""a"", ""b"", ""c""], Values: [1, 2, 3]

Test Case 2:
Input:
{""name"": ""Alice"", ""age"": 25, ""city"": ""New York""}
Output:
Keys: [""name"", ""age"", ""city""], Values: [""Alice"", 25, ""New York""]

Test Case 3:
Input:
{""x"": true, ""y"": false, ""z"": true}
Output:
Keys: [""x"", ""y"", ""z""], Values: [true, false, true]

Test Case 4:
Input:
{""a"": [1, 2, 3], ""b"": [4, 5], ""c"": [6]}
Output:
Keys: [""a"", ""b"", ""c""], Values: [[1, 2, 3], [4, 5], [6]]

Test Case 5:
Input:
{}
Output:
Keys: [], Values: []","def get_keys_values(my_dict):
    keys = []
    values = []
    for key, value in my_dict.items():
        keys.append(key)
        values.append(value)
    return keys, values",4.0,,"def object_keys_values(obj):
    keys = list(obj.__dict__.keys())
    values = list(obj.__dict__.values())
    return keys, values

obj = {'key1': 1, 'key2': [], 'key3': {'a': 1, 'b': 2}}
print(object_keys_values(obj))
",1.0,,"def extract_keys_values(obj):
    return [obj.keys(), obj.values()]
",4.0,,"a = dict(key1='val1', key2='val2', key3='val3')
b = dict(key4='val4', key5='val5', key6='val6')
# return key and value
print(a.keys(), sep=' ', end=' ')
print(a.values(), sep=' ', end=' ')
print()
print(b.keys(), sep=' ', end=' ')
print(b.values(), sep=' ', end=' ')
print()
# expected o/p
['key1', 'key2', 'key3'] ['val1', 'val2', 'val3']
[('key4', 'val4'), ('key5', 'val5'), ('key6', 'val6')] 
['key2', 'key5', 'key6'] ['val2', 'val5', 'val6']
'''

b = dict(key1='val1', key2='val2', key3='val3')
c = dict(key4='val4', key5='val5', key6='val6')
a = [['key1', 'key3'], ['value1', 'value3']]
print(*a, sep=' ', end=' ')
print(*c, sep=' ', end=' ')
print()
a = [('key1', 'value1'), ('key3', 'value3')]
print(*a, sep=' ', end=' ')
print(*c, sep=' ', end=' ')
print()
'''


# import os
# try:
#     os.listdir
# except NameError:
#     print(""No such dir function, sorry!"")
def check_string(s):
    if not isinstance(s, str):
        return
    a = list(map(chr, list(s)))
    return a

f = lambda s: ['s' for v in s][::-1]

b = [['h', 'e', 'l', 'l', 'o','']]
print(f(b))
print(f(check_string('he')))
f = lambda l: f(l)
print(f([1, 2, 3, 4, 5]))
print(f('abcdabcde'))
print(f('h'*10))
print(len('abcdabcde') - 1)
print(len(f('abcdabcde')))
f = lambda s: [v for c, v in enumerate(s) if v == 'e']
print(f('hello'))
print(f(check_string('h'*10)))
",1.0,"
TypeError: list indices must be integers or slices, not tuple","
function keysAndValues(obj) {
  // your code here
}

console.log(keysAndValues({ a: 1, b: 2, c: 3 }));
// should log [ 'a', 'b', 'c' ] and [ 1, 2, 3 ]
",1.0,SyntaxError: invalid syntax,"
def get_keys_and_values(obj):
    keys = []
    values = []
    for key, value in obj.items():
        keys.append(key)
        values.append(value)
    return keys, values
",4.0,,"
def separate_keys_and_values(obj):
    # Your code here
    pass
",2.0,,"
def get_keys_and_values(obj):
    keys = []
    values = []
    for key, value in obj.items():
        keys.append(key)
        values.append(value)
    return keys, values
",4.0,
105.0,Medium,Edabit,Find the Index,Create a function that finds the index of a given item.,"Test Case 1:
Input:
[1, 2, 3, 4, 5], 3
Output:
2

Test Case 2:
Input:
[""apple"", ""banana"", ""cherry""], ""banana""
Output:
1

Test Case 3:
Input:
[10, 20, 30, 40, 50], 60
Output:
-1

Test Case 4:
Input:
[""a"", ""b"", ""c"", ""d""], ""e""
Output:
-1

Test Case 5:
Input:
[True, False, True], False
Output:
1","def findIndex(list, item):
  for i in range(len(list)):
    if list[i] == item:
      return i
  return -1",4.0,,"def find_index(data, item):
    for i in range(len(data)):
        if data[i] == item:
            return i
    return -1
    
find_index([1, 2, 3, 4, 5], 'item')

",4.0,,"def find_index(list, item):
    """"""Finds the index of an item in a list or array.""""""
    # Check if the list is empty. If it's empty, return -1
    if not list:
        return -1
    
    # Iterate through each element in the list and compare it to the item
    for i, ele in enumerate(list):
        if ele == item:
            return i
    
    # If we reach here, then the item was not found. Return -1
    return -1
",4.0,,"
    def find_index(nums, x):
        searchindex = bisect_search(nums, x)

        if searchindex >= len(nums):
            return -1
        else:
            return searchindex

    def find_index(nums, x):

      low = 0

      high = len(nums)

      searchindex = 0

      while low <= high:
          mid = (low + high) / 2
          if x == nums[mid]:
              searchindex = mid
              break
          elif x > nums[mid]:
              low = mid + 1
          else:
              high = mid - 1

      print('high', high)
      print('searchindex', searchindex)
      return searchindex

",4.0,,"
def find_index(lst, item):
    return lst.index(item)

print(find_index([1,2,3,4,5,6,7,8,9,10], 6))
",4.0,,"
def find_index(lst, item):
    for i in range(len(lst)):
        if lst[i] == item:
            return i
    return -1
",4.0,,"
def find_index(arr, item):
    for i in range(len(arr)):
        if arr[i] == item:
            return i
    return -1
",4.0,,"
def find_index(item, lst):
    for i, x in enumerate(lst):
        if x == item:
            return i
    return -1
",4.0,
106.0,Medium,Edabit,Double Letters,Create a function that takes a word and returns true if the word has two consecutive identical letters.,"Test Case 1:
Input:
""hello""
Output:
True

Test Case 2:
Input:
""apple""
Output:
True

Test Case 3:
Input:
""banana""
Output:
True

Test Case 4:
Input:
""programming""
Output:
False

Test Case 5:
Input:
""openai""
Output:
False","def two_consecutive_letters(word):
  for i in range(len(word)-1):
    if word[i] == word[i+1]:
      return True
  return False",4.0,,"def has_consec_seq(word):
    return word[1:-1] == word

print(bool(has_consec_seq('hello')))  # True
print(bool(has_consec_seq('hello')))  # True
print(bool(has_consec_seq('world')))  # False",4.0,,"def check_consecutive_letters(word):
    # Initialize an empty list to store the current letter
    current_letter = []
    
    # Iterate through each character of the input word
    for char in word:
        
        # If this is the first occurrence of a letter, add it to the current list 
        if char not in current_letter:
            current_letter.append(char)
            
        # Check if any two consecutive letters are identical
        else:
            if char == current_letter[-1]:
                return True
    return False
",4.0,,"def has_consec_letters(word):
    l = list(word)
    for i in range(len(l)-1):
        if l[i] == l[i+1] and l[i]!='':
            return True
    return False
    print(has_consec_letters('aaa'))


",4.0,,"
def has_double_letter(word):
    # Your code here
    return
",2.0,,"
def has_two_consecutive_identical_letters(word):
    for i in range(len(word) - 1):
        if word[i] == word[i + 1]:
            return True
    return False
",4.0,,"def has_consecutive_identical_letters(word):
    for i in range(len(word)-1):
        if word[i] == word[i+1]:
            return True
    return False",4.0,,"
def has_consecutive_letters(word):
    for i in range(len(word) - 1):
        if word[i] == word[i + 1]:
            return True
    return False
",4.0,
